0 11 -nan(ind) -nan(ind) 21 -nan(ind) -nan(ind) 12 -nan(ind) -nan(ind) 22 -nan(ind) -nan(ind) 13 -nan(ind) -nan(ind) 23 -nan(ind) -nan(ind) 
65500 11 1.259738 0.217859 21 1.096075 0.179914 12 4.821702 1.019695 22 4.814023 1.025092 13 2.895870 0.692504 23 2.926901 0.659794 
65600 11 1.258214 0.219103 21 1.097108 0.180598 12 4.808689 1.022477 22 4.807302 1.019512 13 2.915724 0.692866 23 2.910290 0.657591 
65700 11 1.264055 0.219892 21 1.093668 0.182474 12 4.812869 1.023219 22 4.868752 1.026895 13 2.908866 0.690586 23 2.916469 0.659186 
65800 11 1.256849 0.219100 21 1.093378 0.182757 12 4.834559 1.027340 22 4.807348 1.017880 13 2.913860 0.697538 23 2.917622 0.666398 
65900 11 1.260642 0.217583 21 1.099120 0.181510 12 4.789317 1.017200 22 4.833695 1.018399 13 2.903710 0.693255 23 2.914772 0.662496 
66000 11 1.258381 0.218505 21 1.095939 0.180859 12 4.826311 1.019864 22 4.853318 1.022152 13 2.905023 0.694606 23 2.899280 0.659826 
66100 11 1.259649 0.217348 21 1.098534 0.179957 12 4.811747 1.019123 22 4.829818 1.021838 13 2.913336 0.690719 23 2.889947 0.657995 
66200 11 1.259979 0.217827 21 1.094852 0.182608 12 4.821443 1.030257 22 4.835989 1.019411 13 2.915634 0.692779 23 2.912711 0.659479 
66300 11 1.260235 0.218610 21 1.093512 0.181865 12 4.833265 1.024759 22 4.861207 1.029593 13 2.908205 0.695460 23 2.919502 0.667345 
66400 11 1.258805 0.218300 21 1.095299 0.181194 12 4.831084 1.022244 22 4.824759 1.021175 13 2.918547 0.694880 23 2.903517 0.662116 
66500 11 1.256878 0.216461 21 1.095979 0.181479 12 4.817564 1.018692 22 4.833880 1.018346 13 2.916647 0.694173 23 2.935060 0.662511 
66600 11 1.257235 0.217752 21 1.098322 0.181660 12 4.828926 1.023026 22 4.829572 1.018146 13 2.920068 0.697778 23 2.922508 0.667177 
66700 11 1.261845 0.219036 21 1.095882 0.182723 12 4.805930 1.020900 22 4.800465 1.024820 13 2.910367 0.694498 23 2.918283 0.668396 
66800 11 1.261047 0.218747 21 1.092478 0.181448 12 4.846243 1.023795 22 4.838091 1.029588 13 2.910786 0.692844 23 2.916160 0.661894 
66900 11 1.262403 0.218143 21 1.093499 0.182466 12 4.865052 1.028318 22 4.824813 1.017190 13 2.923819 0.698632 23 2.902855 0.659895 
67000 11 1.261375 0.218589 21 1.099846 0.181980 12 4.824179 1.024045 22 4.822657 1.021634 13 2.905485 0.699858 23 2.900515 0.660000 
67100 11 1.257458 0.216509 21 1.092209 0.181256 12 4.815261 1.012206 22 4.876021 1.027988 13 2.909106 0.690745 23 2.888726 0.652966 
67200 11 1.263728 0.219005 21 1.095025 0.182850 12 4.808341 1.021302 22 4.831808 1.023876 13 2.922522 0.698951 23 2.912693 0.665104 
67300 11 1.263989 0.217455 21 1.097043 0.182001 12 4.799421 1.021122 22 4.802437 1.024421 13 2.911857 0.688588 23 2.913514 0.664331 
67400 11 1.258634 0.219673 21 1.095676 0.181948 12 4.815935 1.022418 22 4.823524 1.024221 13 2.917025 0.691862 23 2.913865 0.660727 
67500 11 1.259875 0.217263 21 1.096834 0.180414 12 4.821481 1.020422 22 4.821911 1.022452 13 2.912511 0.693407 23 2.911533 0.663726 
67600 11 1.258115 0.216501 21 1.092586 0.181720 12 4.809268 1.021509 22 4.856568 1.032877 13 2.921746 0.694808 23 2.930407 0.665074 
67700 11 1.257369 0.215919 21 1.098017 0.182157 12 4.840517 1.023900 22 4.832614 1.016905 13 2.911071 0.693796 23 2.911477 0.660554 
67800 11 1.256923 0.217822 21 1.095436 0.182977 12 4.834853 1.025465 22 4.818643 1.019535 13 2.899484 0.690575 23 2.921873 0.660973 
67900 11 1.262424 0.217548 21 1.097404 0.181505 12 4.831429 1.021502 22 4.817931 1.020052 13 2.907172 0.693387 23 2.910692 0.662312 
68000 11 1.260662 0.216933 21 1.096264 0.182651 12 4.834449 1.023375 22 4.817581 1.015934 13 2.901993 0.693000 23 2.922375 0.662787 
68100 11 1.260746 0.217957 21 1.092333 0.182409 12 4.840441 1.023583 22 4.856733 1.032900 13 2.910463 0.695492 23 2.906843 0.662093 
68200 11 1.258165 0.216923 21 1.095094 0.181545 12 4.847280 1.025894 22 4.868600 1.028724 13 2.919487 0.688556 23 2.898468 0.656708 
68300 11 1.262610 0.219131 21 1.093609 0.182744 12 4.858097 1.026567 22 4.813075 1.017086 13 2.924224 0.694971 23 2.910388 0.661567 
68400 11 1.258951 0.218195 21 1.095653 0.182940 12 4.827792 1.027924 22 4.850409 1.029357 13 2.911586 0.692741 23 2.924613 0.664598 
68500 11 1.264293 0.216575 21 1.095387 0.181201 12 4.814891 1.021599 22 4.829708 1.022022 13 2.899467 0.684467 23 2.901051 0.657073 
68600 11 1.263915 0.218472 21 1.093955 0.182308 12 4.838987 1.025977 22 4.819920 1.021873 13 2.914206 0.694832 23 2.911582 0.663214 
68700 11 1.260863 0.216821 21 1.095157 0.182881 12 4.857111 1.028173 22 4.834083 1.022693 13 2.913319 0.692009 23 2.923493 0.665822 
68800 11 1.260269 0.219067 21 1.095216 0.181710 12 4.836003 1.022929 22 4.841592 1.022856 13 2.915262 0.695494 23 2.926890 0.663445 
68900 11 1.263263 0.218024 21 1.102173 0.182635 12 4.859695 1.030334 22 4.819100 1.023120 13 2.932213 0.691945 23 2.927591 0.666807 
69000 11 1.260868 0.217349 21 1.095694 0.181087 12 4.838058 1.025261 22 4.872899 1.025884 13 2.917761 0.690464 23 2.925326 0.662884 
69100 11 1.263031 0.219217 21 1.094968 0.182231 12 4.837077 1.022294 22 4.809313 1.029009 13 2.910622 0.687829 23 2.903198 0.668321 
69200 11 1.257292 0.217469 21 1.097514 0.182265 12 4.861546 1.029090 22 4.820094 1.016040 13 2.919653 0.691777 23 2.910766 0.663902 
69300 11 1.261608 0.216930 21 1.096813 0.182359 12 4.798355 1.022006 22 4.832352 1.024545 13 2.912316 0.693867 23 2.911169 0.662273 
69400 11 1.259297 0.217085 21 1.094174 0.182836 12 4.827543 1.024762 22 4.826571 1.025159 13 2.928617 0.700065 23 2.909431 0.660656 
69500 11 1.260825 0.217948 21 1.100511 0.183150 12 4.861871 1.028230 22 4.860885 1.026835 13 2.907561 0.698655 23 2.895827 0.660813 
69600 11 1.258228 0.218220 21 1.094323 0.181259 12 4.799181 1.016408 22 4.828549 1.023966 13 2.905237 0.694361 23 2.915603 0.664195 
69700 11 1.263868 0.216996 21 1.095711 0.180649 12 4.804598 1.020029 22 4.831255 1.024670 13 2.900882 0.688537 23 2.921865 0.662468 
69800 11 1.259918 0.217665 21 1.096145 0.180922 12 4.841734 1.026533 22 4.819721 1.023073 13 2.909011 0.689986 23 2.916633 0.662221 
69900 11 1.258168 0.218315 21 1.091863 0.181418 12 4.824006 1.017911 22 4.846230 1.020379 13 2.920536 0.697074 23 2.907160 0.664421 
70000 11 1.258647 0.217400 21 1.094137 0.182537 12 4.837186 1.025536 22 4.824571 1.019650 13 2.920300 0.696393 23 2.919614 0.658600 
70100 11 1.262471 0.217494 21 1.092778 0.180948 12 4.812596 1.020991 22 4.840849 1.019479 13 2.908181 0.694593 23 2.919864 0.662775 
70200 11 1.262941 0.216697 21 1.094498 0.179629 12 4.849858 1.026047 22 4.820256 1.021966 13 2.912272 0.694801 23 2.924736 0.660563 
70300 11 1.257728 0.219380 21 1.098958 0.181731 12 4.853947 1.027937 22 4.835683 1.029417 13 2.900078 0.691166 23 2.900925 0.658293 
70400 11 1.257372 0.218044 21 1.095651 0.180973 12 4.787216 1.015838 22 4.857841 1.025249 13 2.904361 0.695881 23 2.905362 0.662330 
70500 11 1.259222 0.215448 21 1.092596 0.181018 12 4.824440 1.027638 22 4.835043 1.021199 13 2.909043 0.689525 23 2.908901 0.661241 
70600 11 1.260332 0.216596 21 1.092428 0.181670 12 4.835637 1.021948 22 4.858669 1.029101 13 2.912033 0.692592 23 2.913711 0.660531 
70700 11 1.261424 0.216040 21 1.093317 0.180418 12 4.805728 1.018550 22 4.831351 1.028755 13 2.903635 0.693147 23 2.906436 0.659081 
70800 11 1.260243 0.217267 21 1.091887 0.181631 12 4.821928 1.023934 22 4.824463 1.021130 13 2.920381 0.694301 23 2.911667 0.660459 
70900 11 1.259873 0.214692 21 1.093381 0.180721 12 4.833568 1.027891 22 4.854048 1.024817 13 2.909316 0.691065 23 2.917680 0.665656 
71000 11 1.260232 0.218426 21 1.093954 0.180356 12 4.807021 1.019324 22 4.851768 1.025239 13 2.907472 0.694894 23 2.934141 0.665634 
71100 11 1.256277 0.216842 21 1.093564 0.181811 12 4.844044 1.018333 22 4.834107 1.030401 13 2.909360 0.692096 23 2.900169 0.658108 
71200 11 1.258518 0.217756 21 1.096421 0.182916 12 4.814761 1.025955 22 4.825281 1.023680 13 2.920541 0.699930 23 2.908785 0.662654 
71300 11 1.263563 0.217189 21 1.094600 0.182337 12 4.807195 1.019327 22 4.825533 1.023548 13 2.899060 0.688436 23 2.914446 0.662518 
71400 11 1.260452 0.217321 21 1.094792 0.181118 12 4.841282 1.025385 22 4.836225 1.024720 13 2.917955 0.701632 23 2.903298 0.662969 
71500 11 1.261385 0.216515 21 1.093603 0.181033 12 4.841944 1.020070 22 4.820825 1.024364 13 2.915755 0.689189 23 2.917413 0.659678 
71600 11 1.260053 0.217637 21 1.098110 0.182221 12 4.864462 1.030810 22 4.826089 1.021962 13 2.916041 0.690314 23 2.906976 0.658582 
71700 11 1.259508 0.217207 21 1.095919 0.181822 12 4.853821 1.031416 22 4.807078 1.023801 13 2.897211 0.697259 23 2.921548 0.664665 
71800 11 1.261112 0.217492 21 1.095892 0.181804 12 4.819930 1.017779 22 4.850815 1.025411 13 2.903426 0.687430 23 2.915836 0.669735 
71900 11 1.263576 0.218364 21 1.093287 0.180274 12 4.857385 1.025410 22 4.829604 1.019680 13 2.928241 0.696933 23 2.905125 0.659395 
72000 11 1.264072 0.216824 21 1.093938 0.181220 12 4.824521 1.029736 22 4.848354 1.028306 13 2.911035 0.694049 23 2.914965 0.665729 
72100 11 1.258622 0.217792 21 1.097030 0.182367 12 4.828259 1.022115 22 4.847739 1.021082 13 2.888329 0.683814 23 2.916942 0.662032 
72200 11 1.262491 0.218889 21 1.094697 0.181975 12 4.836953 1.027916 22 4.825215 1.029107 13 2.914751 0.691392 23 2.901406 0.664917 
72300 11 1.259323 0.216444 21 1.094139 0.180423 12 4.834274 1.024523 22 4.836708 1.023748 13 2.914129 0.691003 23 2.917835 0.657234 
72400 11 1.261764 0.218974 21 1.095644 0.182963 12 4.827735 1.020159 22 4.813819 1.024434 13 2.904130 0.684261 23 2.904275 0.659717 
72500 11 1.257924 0.218614 21 1.095444 0.182927 12 4.837248 1.026648 22 4.811655 1.026338 13 2.906662 0.692497 23 2.917903 0.666110 
72600 11 1.258082 0.216873 21 1.094810 0.179743 12 4.811618 1.019504 22 4.827114 1.024070 13 2.928740 0.691164 23 2.917769 0.665076 
72700 11 1.263200 0.216069 21 1.094452 0.182265 12 4.816149 1.023583 22 4.812373 1.024457 13 2.922187 0.693549 23 2.897056 0.658680 
72800 11 1.261290 0.215806 21 1.093956 0.181350 12 4.802795 1.019684 22 4.835268 1.020282 13 2.910199 0.689389 23 2.909196 0.656511 
72900 11 1.258329 0.217963 21 1.093909 0.180518 12 4.829342 1.020967 22 4.832860 1.018875 13 2.916029 0.686955 23 2.909102 0.657819 
73000 11 1.260735 0.218488 21 1.095373 0.182439 12 4.837349 1.017897 22 4.821342 1.023205 13 2.906295 0.691315 23 2.911473 0.661014 
73100 11 1.260450 0.217659 21 1.094122 0.182156 12 4.836799 1.022784 22 4.840014 1.027873 13 2.908728 0.695007 23 2.917114 0.665917 
73200 11 1.260090 0.218307 21 1.095602 0.182405 12 4.806967 1.020717 22 4.820130 1.021066 13 2.902910 0.693046 23 2.914925 0.667357 
73300 11 1.263579 0.215876 21 1.095278 0.180850 12 4.824045 1.024441 22 4.849543 1.026166 13 2.917524 0.684618 23 2.912135 0.662606 
73400 11 1.256841 0.217397 21 1.091655 0.179425 12 4.781158 1.017187 22 4.837486 1.016907 13 2.890674 0.689278 23 2.908610 0.661465 
73500 11 1.260954 0.218946 21 1.094633 0.181363 12 4.820306 1.017728 22 4.858531 1.030871 13 2.913027 0.690544 23 2.929823 0.661456 
73600 11 1.259587 0.215462 21 1.097154 0.180224 12 4.823220 1.026630 22 4.805829 1.021739 13 2.924504 0.697120 23 2.913200 0.665442 
73700 11 1.258520 0.217194 21 1.097192 0.181532 12 4.794179 1.024627 22 4.834545 1.023609 13 2.919607 0.692286 23 2.917436 0.658426 
73800 11 1.259871 0.217367 21 1.096250 0.181161 12 4.833835 1.022473 22 4.811755 1.023408 13 2.898252 0.688537 23 2.907392 0.659505 
73900 11 1.262212 0.219579 21 1.096576 0.182222 12 4.807382 1.014716 22 4.817605 1.024736 13 2.911604 0.696759 23 2.916083 0.661813 
74000 11 1.263388 0.217428 21 1.094904 0.182759 12 4.840270 1.028628 22 4.831311 1.022622 13 2.902858 0.690324 23 2.931574 0.662878 
74100 11 1.259718 0.215184 21 1.099291 0.181017 12 4.848495 1.025607 22 4.809184 1.017969 13 2.913273 0.697753 23 2.917321 0.662058 
74200 11 1.263005 0.216770 21 1.097345 0.181891 12 4.824825 1.022042 22 4.835950 1.024205 13 2.910836 0.689326 23 2.916867 0.664057 
74300 11 1.258341 0.218202 21 1.094780 0.182484 12 4.836810 1.027180 22 4.811736 1.018957 13 2.916131 0.692752 23 2.905101 0.665182 
74400 11 1.260742 0.217332 21 1.094053 0.181432 12 4.812823 1.016089 22 4.830961 1.028367 13 2.904261 0.692332 23 2.901586 0.659523 
74500 11 1.259220 0.219159 21 1.095417 0.182615 12 4.842141 1.021336 22 4.836081 1.030309 13 2.909007 0.693664 23 2.931362 0.661839 
74600 11 1.260176 0.217061 21 1.096614 0.182671 12 4.823472 1.020194 22 4.848358 1.022701 13 2.919812 0.697688 23 2.909806 0.656434 
74700 11 1.261828 0.216203 21 1.096382 0.181152 12 4.837396 1.026091 22 4.845576 1.024766 13 2.910301 0.694090 23 2.908815 0.658454 
74800 11 1.260511 0.217826 21 1.096264 0.180564 12 4.861945 1.028717 22 4.827941 1.019906 13 2.915274 0.695421 23 2.902988 0.655488 
74900 11 1.259135 0.215362 21 1.095054 0.178816 12 4.855808 1.026462 22 4.831328 1.027937 13 2.910314 0.690134 23 2.907156 0.658451 
75000 11 1.258637 0.218348 21 1.097021 0.183982 12 4.821987 1.025227 22 4.832420 1.019020 13 2.903007 0.691973 23 2.909833 0.659560 
75100 11 1.257760 0.215339 21 1.093980 0.179392 12 4.858362 1.023802 22 4.861791 1.027170 13 2.901711 0.698016 23 2.889607 0.655220 
75200 11 1.261827 0.219119 21 1.095469 0.182323 12 4.827520 1.019854 22 4.831656 1.027380 13 2.905053 0.689521 23 2.906543 0.658551 
75300 11 1.258424 0.218666 21 1.098093 0.183151 12 4.825272 1.021461 22 4.811076 1.019628 13 2.916169 0.694880 23 2.910007 0.663732 
75400 11 1.261999 0.217100 21 1.095890 0.180787 12 4.836028 1.022997 22 4.842241 1.027692 13 2.904536 0.691757 23 2.903780 0.660915 
75500 11 1.256913 0.218138 21 1.099179 0.180793 12 4.813126 1.020762 22 4.833245 1.018934 13 2.905424 0.697675 23 2.911702 0.657775 
75600 11 1.257112 0.218805 21 1.093660 0.182620 12 4.859530 1.032851 22 4.839299 1.025205 13 2.919272 0.690648 23 2.915661 0.658433 
75700 11 1.262956 0.216141 21 1.096391 0.182565 12 4.786915 1.019894 22 4.829280 1.023263 13 2.917358 0.690376 23 2.912345 0.661856 
75800 11 1.261053 0.217354 21 1.094548 0.181815 12 4.828997 1.022836 22 4.841128 1.022296 13 2.909888 0.692850 23 2.909756 0.659908 
75900 11 1.260217 0.216996 21 1.091680 0.178909 12 4.827022 1.025659 22 4.814559 1.023511 13 2.930646 0.694150 23 2.931686 0.662510 
76000 11 1.260161 0.216775 21 1.096349 0.182447 12 4.831961 1.025158 22 4.839132 1.022355 13 2.902513 0.694974 23 2.912145 0.660829 
76100 11 1.258432 0.217589 21 1.096097 0.182008 12 4.811833 1.021216 22 4.820979 1.016662 13 2.901071 0.686886 23 2.917024 0.660585 
76200 11 1.263503 0.216155 21 1.096957 0.180251 12 4.825643 1.024272 22 4.824915 1.021942 13 2.918786 0.693274 23 2.908976 0.663766 
76300 11 1.256182 0.218032 21 1.100000 0.183831 12 4.816081 1.020655 22 4.811514 1.016225 13 2.913178 0.698388 23 2.903231 0.655819 
76400 11 1.258406 0.215499 21 1.094526 0.179166 12 4.842382 1.025216 22 4.826774 1.023665 13 2.915026 0.696106 23 2.928233 0.661741 
76500 11 1.259050 0.218957 21 1.093446 0.181305 12 4.805529 1.021490 22 4.832987 1.024680 13 2.919327 0.691824 23 2.916248 0.660693 
76600 11 1.260440 0.216430 21 1.090793 0.180839 12 4.849295 1.027050 22 4.809367 1.022513 13 2.926991 0.692043 23 2.920398 0.664556 
76700 11 1.259532 0.218011 21 1.096596 0.181807 12 4.857510 1.022816 22 4.818651 1.026154 13 2.904733 0.689381 23 2.927014 0.663911 
76800 11 1.261671 0.219314 21 1.099137 0.181609 12 4.821999 1.019076 22 4.834909 1.022747 13 2.915592 0.697103 23 2.911113 0.654583 
76900 11 1.260122 0.218498 21 1.091988 0.181721 12 4.823947 1.022464 22 4.806990 1.024785 13 2.910371 0.691320 23 2.915748 0.664636 
77000 11 1.261910 0.216089 21 1.093314 0.181237 12 4.816032 1.017968 22 4.829844 1.024013 13 2.918597 0.693396 23 2.912753 0.664468 
77100 11 1.258376 0.217261 21 1.094904 0.179924 12 4.825370 1.027555 22 4.802153 1.015512 13 2.905065 0.688392 23 2.914351 0.659604 
77200 11 1.262614 0.218430 21 1.094599 0.181845 12 4.828128 1.022215 22 4.822474 1.021937 13 2.909074 0.691801 23 2.916062 0.662422 
77300 11 1.255950 0.217292 21 1.093634 0.181593 12 4.831229 1.024347 22 4.845485 1.026313 13 2.907225 0.690886 23 2.910155 0.654819 
77400 11 1.259326 0.217725 21 1.096458 0.180564 12 4.839567 1.027494 22 4.832784 1.017526 13 2.928346 0.695724 23 2.896919 0.661447 
77500 11 1.262085 0.217769 21 1.093401 0.181239 12 4.839052 1.026226 22 4.830032 1.025542 13 2.912406 0.688600 23 2.902768 0.664097 
77600 11 1.260746 0.218399 21 1.094739 0.180464 12 4.840696 1.019807 22 4.833106 1.029465 13 2.908518 0.690142 23 2.891443 0.660045 
77700 11 1.261734 0.217943 21 1.092819 0.179911 12 4.836358 1.023752 22 4.840624 1.027754 13 2.903430 0.690682 23 2.906377 0.661480 
77800 11 1.262013 0.220439 21 1.097042 0.182927 12 4.838644 1.023907 22 4.818965 1.024145 13 2.917384 0.688226 23 2.911054 0.662776 
77900 11 1.257290 0.217905 21 1.096377 0.181272 12 4.834923 1.022580 22 4.843864 1.017875 13 2.907394 0.696220 23 2.915237 0.663607 
78000 11 1.262551 0.218074 21 1.094657 0.181684 12 4.794372 1.018455 22 4.837199 1.024878 13 2.934179 0.695519 23 2.911615 0.663410 
78100 11 1.257094 0.217599 21 1.098834 0.182100 12 4.834206 1.030352 22 4.837689 1.018393 13 2.919923 0.690256 23 2.907414 0.661114 
78200 11 1.259820 0.216827 21 1.098875 0.182809 12 4.849220 1.022123 22 4.806247 1.020486 13 2.905352 0.687583 23 2.900486 0.655307 
78300 11 1.258627 0.216926 21 1.095406 0.180152 12 4.833742 1.021903 22 4.817458 1.021654 13 2.922203 0.698301 23 2.907165 0.659400 
78400 11 1.258538 0.217544 21 1.098377 0.180363 12 4.828960 1.023584 22 4.859139 1.027787 13 2.907736 0.694222 23 2.912423 0.658393 
78500 11 1.261975 0.216319 21 1.091821 0.181845 12 4.824395 1.019369 22 4.809758 1.025242 13 2.893471 0.691363 23 2.909389 0.661433 
78600 11 1.266426 0.218285 21 1.095275 0.180603 12 4.832793 1.022958 22 4.853053 1.022468 13 2.903772 0.690579 23 2.882888 0.655522 
78700 11 1.260739 0.217103 21 1.093301 0.180755 12 4.850159 1.023755 22 4.837338 1.026995 13 2.912020 0.689848 23 2.902382 0.659060 
78800 11 1.264393 0.219000 21 1.095265 0.182800 12 4.800152 1.018103 22 4.829854 1.027176 13 2.897170 0.681269 23 2.921669 0.658985 
78900 11 1.261817 0.218775 21 1.093920 0.180678 12 4.862288 1.025849 22 4.849252 1.028542 13 2.907890 0.692624 23 2.927617 0.664144 
79000 11 1.262707 0.217344 21 1.094920 0.181135 12 4.875108 1.028867 22 4.842386 1.022399 13 2.923386 0.696513 23 2.909513 0.657987 
79100 11 1.258813 0.216722 21 1.096440 0.182250 12 4.815708 1.021871 22 4.816391 1.018236 13 2.917042 0.691327 23 2.908255 0.659987 
79200 11 1.261447 0.217146 21 1.096408 0.180569 12 4.819148 1.020802 22 4.846698 1.028415 13 2.918788 0.700530 23 2.919867 0.664672 
79300 11 1.259006 0.216314 21 1.096394 0.180183 12 4.823562 1.018134 22 4.815511 1.022264 13 2.919672 0.687440 23 2.913651 0.661974 
79400 11 1.260118 0.217650 21 1.093331 0.182689 12 4.815655 1.022173 22 4.822827 1.021946 13 2.923130 0.691537 23 2.908224 0.657198 
79500 11 1.258100 0.218471 21 1.098357 0.182973 12 4.803862 1.016887 22 4.810937 1.025075 13 2.915075 0.695654 23 2.907409 0.662434 
79600 11 1.262047 0.217440 21 1.093114 0.181043 12 4.811338 1.021639 22 4.835207 1.022180 13 2.912117 0.693298 23 2.906357 0.662123 
79700 11 1.261219 0.217626 21 1.097979 0.181937 12 4.846236 1.028501 22 4.848720 1.025816 13 2.913074 0.693450 23 2.896593 0.657986 
79800 11 1.262711 0.219343 21 1.097176 0.182050 12 4.827274 1.026535 22 4.836560 1.016222 13 2.916773 0.689511 23 2.909505 0.660620 
79900 11 1.261012 0.217762 21 1.096983 0.181434 12 4.834249 1.022816 22 4.827578 1.020507 13 2.896665 0.691746 23 2.910269 0.661884 
80000 11 1.257667 0.217627 21 1.095564 0.181061 12 4.842794 1.022450 22 4.818525 1.017119 13 2.897906 0.690325 23 2.906556 0.660813 
80100 11 1.262235 0.215898 21 1.095547 0.180663 12 4.813090 1.016348 22 4.830250 1.021142 13 2.911529 0.688483 23 2.901567 0.666117 
80200 11 1.263206 0.218390 21 1.097894 0.180685 12 4.832363 1.022251 22 4.815200 1.026577 13 2.913946 0.691303 23 2.916029 0.663996 
80300 11 1.258334 0.217473 21 1.097697 0.182551 12 4.820859 1.025237 22 4.808692 1.023306 13 2.917192 0.689888 23 2.921899 0.664738 
80400 11 1.265174 0.217659 21 1.093496 0.180759 12 4.829944 1.021294 22 4.794925 1.017637 13 2.909061 0.690031 23 2.923004 0.665740 
80500 11 1.261291 0.218818 21 1.097419 0.181942 12 4.848621 1.026497 22 4.856286 1.032652 13 2.901826 0.692484 23 2.923217 0.665665 
80600 11 1.260288 0.217141 21 1.095046 0.179585 12 4.818871 1.021408 22 4.823517 1.023449 13 2.912078 0.689820 23 2.931216 0.660720 
80700 11 1.258138 0.217540 21 1.094919 0.182236 12 4.804269 1.022770 22 4.810081 1.019027 13 2.920613 0.693197 23 2.936493 0.662770 
80800 11 1.261520 0.216063 21 1.093272 0.179497 12 4.800309 1.017531 22 4.803280 1.025835 13 2.894202 0.686312 23 2.917611 0.656720 
80900 11 1.255940 0.217281 21 1.093088 0.179512 12 4.841786 1.019796 22 4.832293 1.019240 13 2.897658 0.692262 23 2.917491 0.656273 
81000 11 1.264659 0.218171 21 1.092624 0.180844 12 4.824574 1.027648 22 4.842302 1.027562 13 2.907099 0.687481 23 2.929191 0.665586 
81100 11 1.258589 0.216194 21 1.093884 0.180555 12 4.832540 1.026227 22 4.836338 1.023711 13 2.906961 0.688076 23 2.907947 0.656412 
