0 11 -nan(ind) -nan(ind) 21 -nan(ind) -nan(ind) 12 -nan(ind) -nan(ind) 22 -nan(ind) -nan(ind) 13 -nan(ind) -nan(ind) 23 -nan(ind) -nan(ind) 
306300 11 1.260295 0.217430 21 1.094644 0.180946 12 4.831419 1.024037 22 4.838439 1.022560 13 2.906325 0.694744 23 2.906487 0.660046 
306400 11 1.259032 0.217268 21 1.096324 0.180817 12 4.825434 1.023371 22 4.831806 1.020553 13 2.915821 0.694835 23 2.909401 0.662570 
306500 11 1.259544 0.217823 21 1.095024 0.181279 12 4.826998 1.023954 22 4.828065 1.021853 13 2.918318 0.695724 23 2.914499 0.659651 
306600 11 1.258572 0.217708 21 1.094628 0.181425 12 4.823434 1.024817 22 4.840086 1.024367 13 2.910113 0.692635 23 2.920974 0.664692 
306700 11 1.260421 0.216794 21 1.093842 0.181568 12 4.841916 1.026378 22 4.827608 1.021611 13 2.908891 0.691770 23 2.918199 0.663257 
306800 11 1.260424 0.217057 21 1.095493 0.181896 12 4.819493 1.024620 22 4.825075 1.024920 13 2.908699 0.691390 23 2.908463 0.660435 
306900 11 1.259799 0.217474 21 1.094859 0.181661 12 4.827662 1.021408 22 4.833446 1.026390 13 2.918356 0.695847 23 2.917677 0.661795 
307000 11 1.257684 0.216722 21 1.095249 0.180848 12 4.831731 1.025103 22 4.833003 1.021300 13 2.917230 0.691599 23 2.915101 0.662103 
307100 11 1.261425 0.218037 21 1.094329 0.181518 12 4.836410 1.024808 22 4.825759 1.021317 13 2.913256 0.688569 23 2.907200 0.660041 
307200 11 1.261484 0.217759 21 1.094750 0.181731 12 4.817629 1.020511 22 4.843335 1.024575 13 2.912557 0.691873 23 2.909440 0.661966 
307300 11 1.258592 0.217877 21 1.095529 0.181072 12 4.831420 1.025610 22 4.829045 1.023339 13 2.909845 0.694945 23 2.921124 0.664284 
307400 11 1.260947 0.217442 21 1.095153 0.181510 12 4.828544 1.022454 22 4.828429 1.021135 13 2.910690 0.691104 23 2.911251 0.660031 
307500 11 1.258617 0.217952 21 1.095486 0.181469 12 4.832839 1.026273 22 4.840646 1.025275 13 2.911958 0.691833 23 2.915459 0.660283 
307600 11 1.259985 0.217903 21 1.094623 0.181169 12 4.820088 1.021138 22 4.829455 1.023935 13 2.910614 0.693202 23 2.922136 0.662945 
307700 11 1.259191 0.217976 21 1.095698 0.181053 12 4.825424 1.023463 22 4.830876 1.022148 13 2.914673 0.692187 23 2.907194 0.660344 
307800 11 1.259955 0.217526 21 1.094246 0.180958 12 4.839409 1.026629 22 4.824763 1.020406 13 2.907308 0.690218 23 2.915276 0.660595 
307900 11 1.260286 0.218266 21 1.095357 0.181609 12 4.825984 1.021669 22 4.838527 1.026759 13 2.911543 0.691900 23 2.907059 0.660341 
308000 11 1.262957 0.218115 21 1.093310 0.181121 12 4.841894 1.026792 22 4.821394 1.023119 13 2.904927 0.690073 23 2.914568 0.663222 
308100 11 1.261106 0.217697 21 1.095008 0.181630 12 4.824770 1.020526 22 4.827567 1.023864 13 2.905858 0.692113 23 2.909776 0.662681 
308200 11 1.261214 0.217106 21 1.094986 0.181207 12 4.838275 1.025709 22 4.831598 1.022109 13 2.906126 0.691309 23 2.911707 0.660419 
308300 11 1.262287 0.217281 21 1.093889 0.180844 12 4.828675 1.024697 22 4.815063 1.021677 13 2.913943 0.691229 23 2.911800 0.662979 
308400 11 1.259279 0.217273 21 1.094300 0.181031 12 4.839379 1.023967 22 4.829149 1.022847 13 2.912909 0.693763 23 2.914032 0.662910 
308500 11 1.260928 0.217225 21 1.093450 0.181701 12 4.837311 1.026222 22 4.833974 1.024935 13 2.902018 0.691013 23 2.906514 0.663141 
308600 11 1.259003 0.216670 21 1.094476 0.180960 12 4.825397 1.023099 22 4.825768 1.022498 13 2.907477 0.690624 23 2.919260 0.660710 
308700 11 1.262144 0.217528 21 1.094403 0.181242 12 4.829841 1.022444 22 4.840133 1.021788 13 2.917378 0.693354 23 2.911526 0.660381 
308800 11 1.261010 0.217269 21 1.096875 0.182024 12 4.828013 1.024760 22 4.819092 1.023629 13 2.911059 0.696710 23 2.914660 0.661572 
308900 11 1.259573 0.216719 21 1.096588 0.181189 12 4.827959 1.023535 22 4.849474 1.026365 13 2.915050 0.692085 23 2.907883 0.660562 
309000 11 1.260731 0.217374 21 1.094361 0.181714 12 4.828155 1.025000 22 4.836184 1.025388 13 2.911387 0.692194 23 2.917955 0.661249 
309100 11 1.258267 0.217363 21 1.095411 0.181860 12 4.812025 1.021561 22 4.835091 1.022841 13 2.912111 0.693345 23 2.914203 0.662391 
309200 11 1.260283 0.217419 21 1.096047 0.180494 12 4.832544 1.027644 22 4.828294 1.024924 13 2.908525 0.694864 23 2.911281 0.663608 
309300 11 1.259827 0.216960 21 1.094359 0.180939 12 4.831505 1.027055 22 4.828545 1.023532 13 2.907187 0.692745 23 2.911102 0.663780 
309400 11 1.260335 0.217910 21 1.095489 0.181753 12 4.830747 1.027524 22 4.831918 1.023702 13 2.911755 0.693996 23 2.914195 0.661138 
309500 11 1.261193 0.217954 21 1.094453 0.181396 12 4.828586 1.020758 22 4.831262 1.022981 13 2.900208 0.690528 23 2.905693 0.662701 
309600 11 1.260593 0.217462 21 1.095961 0.181195 12 4.819507 1.019285 22 4.820287 1.022691 13 2.909727 0.691061 23 2.904183 0.659591 
309700 11 1.260495 0.216470 21 1.095709 0.180751 12 4.837170 1.023587 22 4.822758 1.023037 13 2.906876 0.690949 23 2.906298 0.661004 
309800 11 1.260139 0.216650 21 1.095163 0.180836 12 4.831662 1.024143 22 4.823129 1.020809 13 2.912477 0.694124 23 2.912734 0.661811 
309900 11 1.260495 0.217112 21 1.095522 0.181215 12 4.834742 1.022644 22 4.823193 1.022341 13 2.915234 0.692080 23 2.915105 0.662225 
310000 11 1.259845 0.218104 21 1.096281 0.181763 12 4.834650 1.025897 22 4.823045 1.024200 13 2.907874 0.691785 23 2.915092 0.661953 
310100 11 1.261615 0.218233 21 1.095413 0.181729 12 4.840126 1.022507 22 4.840808 1.024549 13 2.910869 0.691722 23 2.914010 0.662957 
310200 11 1.260023 0.218529 21 1.097845 0.182041 12 4.829858 1.025967 22 4.825509 1.021954 13 2.908295 0.692284 23 2.909544 0.662658 
310300 11 1.260456 0.216563 21 1.094641 0.180867 12 4.839662 1.024845 22 4.813289 1.018279 13 2.911260 0.691747 23 2.909811 0.659950 
310400 11 1.264799 0.218424 21 1.094103 0.181803 12 4.833299 1.026616 22 4.835019 1.026387 13 2.918700 0.695121 23 2.912437 0.662188 
310500 11 1.261263 0.217388 21 1.096033 0.181485 12 4.836509 1.025680 22 4.826576 1.021137 13 2.914554 0.696227 23 2.917707 0.662868 
310600 11 1.261166 0.216745 21 1.095585 0.181024 12 4.830892 1.025262 22 4.831692 1.024245 13 2.909683 0.692626 23 2.912978 0.662931 
310700 11 1.260843 0.217156 21 1.094388 0.181640 12 4.826073 1.024749 22 4.838011 1.025447 13 2.911518 0.693634 23 2.914736 0.660352 
310800 11 1.260873 0.217260 21 1.095944 0.181658 12 4.828494 1.020783 22 4.825526 1.021758 13 2.903670 0.690989 23 2.911213 0.661953 
310900 11 1.261521 0.217143 21 1.095528 0.181893 12 4.827705 1.021568 22 4.815722 1.022811 13 2.924286 0.693683 23 2.906412 0.662263 
311000 11 1.260572 0.217094 21 1.095101 0.181641 12 4.824029 1.024482 22 4.832471 1.025706 13 2.905114 0.692717 23 2.915342 0.663330 
311100 11 1.259697 0.216792 21 1.095442 0.181336 12 4.817300 1.021888 22 4.823849 1.022707 13 2.913995 0.693039 23 2.912581 0.662814 
311200 11 1.259681 0.217950 21 1.096206 0.181829 12 4.831655 1.022760 22 4.833461 1.023053 13 2.913824 0.691790 23 2.912971 0.661473 
311300 11 1.260670 0.218135 21 1.096611 0.181352 12 4.822538 1.020514 22 4.831907 1.022912 13 2.919653 0.696686 23 2.913429 0.662009 
311400 11 1.260952 0.217993 21 1.094841 0.180624 12 4.836633 1.023544 22 4.830051 1.024255 13 2.912311 0.694772 23 2.915960 0.663382 
311500 11 1.260963 0.218095 21 1.095792 0.181356 12 4.823417 1.021628 22 4.814833 1.020220 13 2.911475 0.692970 23 2.916849 0.662721 
311600 11 1.260204 0.218028 21 1.094778 0.181856 12 4.838888 1.025223 22 4.823143 1.020502 13 2.918769 0.696091 23 2.918166 0.663119 
311700 11 1.259866 0.217022 21 1.093959 0.180918 12 4.819759 1.020326 22 4.827834 1.023601 13 2.918410 0.693730 23 2.918474 0.661983 
311800 11 1.258862 0.217069 21 1.095599 0.180609 12 4.828045 1.022309 22 4.832582 1.025975 13 2.911060 0.691289 23 2.916004 0.662317 
311900 11 1.259552 0.217976 21 1.095227 0.182388 12 4.836576 1.023681 22 4.810765 1.023017 13 2.913950 0.691242 23 2.915406 0.665747 
312000 11 1.258341 0.217039 21 1.094371 0.181594 12 4.830837 1.027242 22 4.832298 1.024527 13 2.914806 0.694604 23 2.913498 0.663338 
312100 11 1.260309 0.216309 21 1.095426 0.180833 12 4.837845 1.024801 22 4.837264 1.022656 13 2.904353 0.688166 23 2.906671 0.658887 
312200 11 1.261472 0.217074 21 1.096146 0.180954 12 4.831211 1.021917 22 4.829161 1.026296 13 2.919382 0.694422 23 2.916350 0.665717 
312300 11 1.259145 0.218060 21 1.093283 0.181208 12 4.826423 1.021142 22 4.831294 1.022581 13 2.912448 0.692182 23 2.926111 0.663907 
312400 11 1.259246 0.217862 21 1.096450 0.180967 12 4.824214 1.022546 22 4.831548 1.022194 13 2.908027 0.691559 23 2.907093 0.659912 
312500 11 1.261511 0.218502 21 1.095350 0.181866 12 4.831800 1.022394 22 4.834874 1.024709 13 2.918520 0.693250 23 2.907211 0.660464 
312600 11 1.259604 0.216882 21 1.095725 0.181614 12 4.822593 1.022369 22 4.829738 1.023951 13 2.915787 0.695382 23 2.907921 0.661462 
312700 11 1.258707 0.217394 21 1.095812 0.181941 12 4.826236 1.022558 22 4.828260 1.024755 13 2.913515 0.694221 23 2.912611 0.662739 
312800 11 1.259245 0.217423 21 1.094076 0.181058 12 4.816696 1.020139 22 4.830692 1.024880 13 2.915929 0.694038 23 2.917191 0.664156 
312900 11 1.262048 0.216882 21 1.093836 0.181440 12 4.831652 1.022336 22 4.836484 1.026651 13 2.917387 0.693974 23 2.912725 0.661611 
313000 11 1.260117 0.216912 21 1.095009 0.180822 12 4.826061 1.022367 22 4.827093 1.020893 13 2.918348 0.693163 23 2.921350 0.662518 
313100 11 1.262231 0.217132 21 1.095057 0.182220 12 4.834136 1.021139 22 4.831426 1.021867 13 2.908384 0.689920 23 2.914000 0.662285 
313200 11 1.263123 0.217970 21 1.093662 0.181416 12 4.828624 1.021849 22 4.841271 1.022773 13 2.914724 0.691700 23 2.910647 0.660410 
313300 11 1.261343 0.217061 21 1.096158 0.181737 12 4.821497 1.021803 22 4.826216 1.019489 13 2.909687 0.692427 23 2.902991 0.660594 
313400 11 1.260289 0.217656 21 1.094910 0.181946 12 4.826637 1.024636 22 4.833220 1.023902 13 2.909121 0.691197 23 2.913385 0.661707 
313500 11 1.258701 0.216555 21 1.095423 0.181298 12 4.822683 1.022864 22 4.833748 1.024778 13 2.914992 0.692545 23 2.909033 0.661802 
313600 11 1.261298 0.217732 21 1.096374 0.181618 12 4.821818 1.024200 22 4.823178 1.022846 13 2.907055 0.693125 23 2.914112 0.661472 
313700 11 1.259687 0.217587 21 1.094440 0.181448 12 4.840681 1.024857 22 4.828432 1.022788 13 2.907421 0.690980 23 2.902726 0.662139 
313800 11 1.259917 0.216833 21 1.095188 0.181410 12 4.820343 1.021359 22 4.843133 1.023845 13 2.907060 0.693526 23 2.909328 0.659780 
313900 11 1.260190 0.216595 21 1.096444 0.180859 12 4.830900 1.022678 22 4.818533 1.021169 13 2.908474 0.690199 23 2.913966 0.660054 
314000 11 1.258488 0.217019 21 1.096033 0.181149 12 4.828048 1.023333 22 4.824683 1.021957 13 2.904533 0.692949 23 2.910490 0.659842 
314100 11 1.261953 0.217224 21 1.094316 0.180960 12 4.834612 1.024503 22 4.825632 1.021699 13 2.913276 0.691234 23 2.906861 0.660891 
314200 11 1.260129 0.217976 21 1.094579 0.181688 12 4.839815 1.025983 22 4.834451 1.023063 13 2.899885 0.690237 23 2.911779 0.661418 
314300 11 1.262006 0.216489 21 1.095985 0.181155 12 4.827833 1.019987 22 4.824292 1.020714 13 2.906136 0.690881 23 2.908153 0.660145 
314400 11 1.261279 0.217313 21 1.095152 0.181614 12 4.839496 1.022497 22 4.816533 1.021636 13 2.907605 0.691185 23 2.911320 0.661015 
314500 11 1.258736 0.217493 21 1.095497 0.181388 12 4.822479 1.022736 22 4.838040 1.025981 13 2.910356 0.694655 23 2.910577 0.659825 
314600 11 1.262113 0.216417 21 1.093814 0.180543 12 4.837265 1.025051 22 4.838692 1.022597 13 2.913373 0.691658 23 2.905682 0.659876 
314700 11 1.258593 0.216891 21 1.095195 0.181045 12 4.819909 1.021713 22 4.834860 1.023966 13 2.917304 0.692089 23 2.914048 0.659622 
314800 11 1.259905 0.217233 21 1.096247 0.181739 12 4.832066 1.022079 22 4.823490 1.023799 13 2.905611 0.693146 23 2.917120 0.660330 
314900 11 1.260964 0.217294 21 1.095502 0.181589 12 4.840951 1.022896 22 4.838787 1.024979 13 2.912220 0.690584 23 2.910365 0.660521 
315000 11 1.259706 0.216975 21 1.096035 0.181193 12 4.838151 1.023475 22 4.832790 1.024249 13 2.906783 0.690930 23 2.906835 0.659214 
315100 11 1.259157 0.217914 21 1.094709 0.181219 12 4.831461 1.023811 22 4.834798 1.023842 13 2.909405 0.691585 23 2.914256 0.660819 
315200 11 1.259380 0.217202 21 1.094225 0.182038 12 4.832043 1.024664 22 4.827489 1.025758 13 2.913758 0.692432 23 2.908195 0.659722 
315300 11 1.261854 0.217853 21 1.095091 0.181743 12 4.822984 1.021438 22 4.832718 1.021990 13 2.916069 0.691072 23 2.915171 0.660834 
315400 11 1.260583 0.217207 21 1.094755 0.181424 12 4.820225 1.020029 22 4.822397 1.020298 13 2.907175 0.691327 23 2.908169 0.659604 
315500 11 1.261959 0.217260 21 1.094843 0.181841 12 4.842650 1.025287 22 4.833764 1.021957 13 2.905952 0.694044 23 2.911643 0.662385 
315600 11 1.259614 0.217647 21 1.094776 0.181171 12 4.822595 1.024061 22 4.831215 1.024393 13 2.908218 0.693964 23 2.917519 0.661697 
315700 11 1.261528 0.217802 21 1.094600 0.182290 12 4.832015 1.023901 22 4.820504 1.024354 13 2.916444 0.692746 23 2.916608 0.665431 
315800 11 1.258776 0.217287 21 1.094826 0.181228 12 4.825074 1.021902 22 4.831582 1.023756 13 2.905078 0.691066 23 2.911884 0.661805 
315900 11 1.262203 0.217870 21 1.093735 0.180785 12 4.844261 1.024166 22 4.831597 1.024425 13 2.915236 0.693036 23 2.916269 0.660703 
316000 11 1.259339 0.217488 21 1.095642 0.181366 12 4.833527 1.024616 22 4.831560 1.027764 13 2.904415 0.691473 23 2.918788 0.662625 
316100 11 1.260542 0.217534 21 1.094752 0.180921 12 4.814117 1.022729 22 4.836787 1.025359 13 2.914127 0.692463 23 2.906300 0.659885 
316200 11 1.260613 0.217469 21 1.094700 0.181330 12 4.829491 1.022386 22 4.828213 1.024608 13 2.915234 0.694619 23 2.912168 0.661673 
316300 11 1.260248 0.217001 21 1.094406 0.181000 12 4.822543 1.023987 22 4.833430 1.023857 13 2.916606 0.693552 23 2.910816 0.660893 
316400 11 1.259987 0.218168 21 1.095038 0.181509 12 4.829984 1.024001 22 4.829537 1.024839 13 2.907679 0.693213 23 2.908113 0.661819 
316500 11 1.259453 0.217066 21 1.095705 0.180990 12 4.846183 1.023000 22 4.824885 1.023088 13 2.911387 0.690201 23 2.916555 0.660935 
316600 11 1.259272 0.217408 21 1.095842 0.181428 12 4.825046 1.020430 22 4.826740 1.024242 13 2.915242 0.692021 23 2.915597 0.662817 
316700 11 1.260629 0.217608 21 1.095318 0.181317 12 4.844220 1.024514 22 4.828661 1.024528 13 2.913723 0.694364 23 2.912640 0.662240 
316800 11 1.259576 0.217245 21 1.094594 0.181187 12 4.842658 1.024968 22 4.823897 1.023130 13 2.917150 0.693635 23 2.914419 0.663513 
316900 11 1.259920 0.217911 21 1.093911 0.181234 12 4.822760 1.024003 22 4.828479 1.025027 13 2.914421 0.692845 23 2.913552 0.661060 
317000 11 1.259363 0.216990 21 1.096223 0.181888 12 4.827880 1.024505 22 4.831323 1.023401 13 2.915039 0.694174 23 2.906841 0.659587 
317100 11 1.261006 0.217688 21 1.096075 0.181594 12 4.825312 1.021315 22 4.848333 1.024980 13 2.909926 0.691255 23 2.911014 0.659759 
317200 11 1.259852 0.217225 21 1.095680 0.181512 12 4.844620 1.025659 22 4.825746 1.023485 13 2.914005 0.693246 23 2.908372 0.662234 
317300 11 1.260654 0.216656 21 1.095845 0.180958 12 4.831453 1.022543 22 4.825052 1.023717 13 2.911015 0.692767 23 2.916243 0.661554 
317400 11 1.259587 0.217039 21 1.095654 0.181078 12 4.831969 1.021049 22 4.829734 1.021032 13 2.903858 0.691281 23 2.919595 0.660386 
317500 11 1.261464 0.217124 21 1.094445 0.181037 12 4.815008 1.021816 22 4.828444 1.021983 13 2.905586 0.692521 23 2.907414 0.663154 
317600 11 1.260655 0.217065 21 1.094619 0.180699 12 4.836313 1.022758 22 4.823010 1.023780 13 2.911640 0.692914 23 2.916491 0.663700 
317700 11 1.259287 0.217473 21 1.096576 0.181397 12 4.821708 1.024229 22 4.835977 1.023379 13 2.909337 0.691371 23 2.908251 0.660008 
317800 11 1.259775 0.217281 21 1.094420 0.181536 12 4.829550 1.023965 22 4.827284 1.022952 13 2.907952 0.690088 23 2.914745 0.660598 
317900 11 1.259899 0.216773 21 1.095877 0.181685 12 4.840404 1.023087 22 4.838767 1.024344 13 2.913640 0.693138 23 2.909704 0.662661 
318000 11 1.259488 0.217932 21 1.096626 0.181996 12 4.824487 1.023822 22 4.820440 1.022113 13 2.907008 0.692596 23 2.904851 0.660577 
318100 11 1.260372 0.217645 21 1.096187 0.181546 12 4.817314 1.020464 22 4.841632 1.022559 13 2.916234 0.694546 23 2.908108 0.660512 
318200 11 1.261177 0.218208 21 1.096486 0.181576 12 4.828459 1.020607 22 4.841153 1.021994 13 2.913419 0.693059 23 2.917799 0.662810 
318300 11 1.261485 0.216754 21 1.093713 0.181807 12 4.819362 1.022887 22 4.830267 1.024427 13 2.919089 0.692279 23 2.909673 0.661621 
318400 11 1.260526 0.217672 21 1.094082 0.181328 12 4.834077 1.025349 22 4.829956 1.023931 13 2.906091 0.692324 23 2.913202 0.661793 
318500 11 1.260273 0.216753 21 1.093723 0.180958 12 4.834438 1.025717 22 4.822747 1.024667 13 2.920119 0.694524 23 2.920958 0.663444 
318600 11 1.260663 0.217085 21 1.097442 0.181622 12 4.829413 1.021766 22 4.824003 1.022790 13 2.907662 0.691899 23 2.908266 0.657698 
318700 11 1.259541 0.216839 21 1.094847 0.181075 12 4.836945 1.025717 22 4.830107 1.024506 13 2.914630 0.692968 23 2.908681 0.660929 
318800 11 1.260521 0.217440 21 1.094936 0.180805 12 4.828875 1.024729 22 4.832011 1.024548 13 2.904462 0.692177 23 2.916659 0.661790 
318900 11 1.257830 0.217241 21 1.094218 0.181230 12 4.812531 1.018885 22 4.844301 1.024881 13 2.911571 0.690593 23 2.904561 0.657981 
319000 11 1.258126 0.217071 21 1.095600 0.180770 12 4.836365 1.024390 22 4.841100 1.021984 13 2.914812 0.692748 23 2.913169 0.661755 
319100 11 1.261026 0.217801 21 1.093651 0.182205 12 4.825793 1.024199 22 4.819491 1.022974 13 2.908023 0.691324 23 2.903795 0.663446 
319200 11 1.261241 0.217332 21 1.095690 0.181816 12 4.824300 1.019414 22 4.828318 1.023922 13 2.900830 0.690193 23 2.908371 0.662733 
319300 11 1.261472 0.217680 21 1.093902 0.180750 12 4.842473 1.022884 22 4.822690 1.021793 13 2.911618 0.688832 23 2.910858 0.661704 
319400 11 1.259244 0.216192 21 1.094694 0.181149 12 4.818647 1.021284 22 4.833920 1.024513 13 2.906064 0.690654 23 2.913366 0.659089 
319500 11 1.259249 0.217376 21 1.094764 0.181616 12 4.824562 1.022182 22 4.838554 1.021881 13 2.915822 0.693513 23 2.906552 0.662091 
319600 11 1.262656 0.217768 21 1.095671 0.181169 12 4.828662 1.021951 22 4.828925 1.023196 13 2.909886 0.692043 23 2.910784 0.663285 
319700 11 1.260095 0.217637 21 1.093122 0.180901 12 4.828520 1.024862 22 4.834955 1.022812 13 2.907840 0.689492 23 2.910500 0.661616 
319800 11 1.261148 0.217684 21 1.094468 0.180676 12 4.839547 1.024490 22 4.826149 1.024651 13 2.914941 0.692788 23 2.910105 0.661215 
319900 11 1.261399 0.217184 21 1.095509 0.181692 12 4.829223 1.024415 22 4.825750 1.024658 13 2.917188 0.694572 23 2.910369 0.660389 
320000 11 1.261153 0.217744 21 1.096998 0.181664 12 4.826225 1.024531 22 4.837661 1.020863 13 2.907114 0.693127 23 2.916952 0.662036 
320100 11 1.261054 0.217181 21 1.096805 0.181680 12 4.837470 1.024485 22 4.832065 1.023058 13 2.912170 0.692271 23 2.909008 0.662124 
320200 11 1.260439 0.218014 21 1.095927 0.181499 12 4.834361 1.021090 22 4.836479 1.022022 13 2.913527 0.693151 23 2.912174 0.660695 
320300 11 1.260909 0.216370 21 1.096055 0.181140 12 4.827416 1.024146 22 4.835807 1.021477 13 2.916044 0.692076 23 2.914341 0.660529 
320400 11 1.261911 0.217317 21 1.094389 0.180634 12 4.836470 1.024334 22 4.823728 1.022439 13 2.908792 0.691269 23 2.910996 0.662030 
320500 11 1.260800 0.217055 21 1.095076 0.181590 12 4.835630 1.021250 22 4.825167 1.022665 13 2.913771 0.692736 23 2.910569 0.660632 
320600 11 1.262966 0.217414 21 1.093582 0.181003 12 4.836029 1.024138 22 4.819092 1.020259 13 2.909674 0.690892 23 2.914761 0.662815 
320700 11 1.261154 0.217717 21 1.095809 0.181072 12 4.827686 1.022864 22 4.832061 1.023170 13 2.909786 0.693326 23 2.911910 0.661146 
320800 11 1.260086 0.217256 21 1.096483 0.181841 12 4.831866 1.022899 22 4.819539 1.024900 13 2.913554 0.691068 23 2.909716 0.658925 
320900 11 1.259691 0.217697 21 1.096468 0.181549 12 4.829592 1.023687 22 4.831602 1.023439 13 2.909612 0.693203 23 2.912566 0.660428 
321000 11 1.261072 0.217238 21 1.095044 0.180788 12 4.821098 1.023389 22 4.826583 1.023087 13 2.914681 0.693808 23 2.912174 0.659755 
321100 11 1.259867 0.217026 21 1.095677 0.180830 12 4.824338 1.023560 22 4.844994 1.024991 13 2.914762 0.692510 23 2.914612 0.662765 
321200 11 1.258541 0.216957 21 1.093693 0.181530 12 4.842674 1.027137 22 4.827425 1.025191 13 2.911634 0.694922 23 2.912973 0.660634 
321300 11 1.261036 0.217753 21 1.095454 0.181765 12 4.832807 1.023254 22 4.831355 1.023487 13 2.906983 0.692963 23 2.912113 0.661128 
321400 11 1.262047 0.218188 21 1.096402 0.181906 12 4.825688 1.020985 22 4.837450 1.025058 13 2.908783 0.692038 23 2.911022 0.664245 
321500 11 1.260689 0.217175 21 1.094486 0.181702 12 4.817359 1.023272 22 4.830101 1.022743 13 2.908009 0.690961 23 2.907893 0.661025 
321600 11 1.258431 0.217079 21 1.094861 0.181417 12 4.821713 1.022968 22 4.822850 1.025138 13 2.907984 0.691822 23 2.912261 0.660288 
321700 11 1.258470 0.217019 21 1.094264 0.181350 12 4.835653 1.024657 22 4.830645 1.021590 13 2.910090 0.693542 23 2.911735 0.660275 
321800 11 1.259581 0.218365 21 1.094645 0.181383 12 4.827957 1.021515 22 4.833773 1.020797 13 2.914863 0.691173 23 2.909385 0.660539 
321900 11 1.259291 0.217107 21 1.096299 0.181284 12 4.824043 1.023324 22 4.825640 1.025930 13 2.910522 0.691184 23 2.913613 0.663021 
322000 11 1.262410 0.217592 21 1.094380 0.181444 12 4.823429 1.023660 22 4.813907 1.022769 13 2.920084 0.692241 23 2.908831 0.660269 
322100 11 1.261058 0.217176 21 1.094392 0.181241 12 4.830116 1.026534 22 4.829379 1.027771 13 2.905796 0.692990 23 2.913258 0.662917 
322200 11 1.259765 0.216764 21 1.094912 0.181265 12 4.830886 1.022495 22 4.835773 1.022764 13 2.911704 0.693900 23 2.910708 0.660732 
322300 11 1.261218 0.217488 21 1.095519 0.181728 12 4.822809 1.023027 22 4.837063 1.020762 13 2.907988 0.692814 23 2.907692 0.662150 
322400 11 1.260719 0.217817 21 1.094057 0.180589 12 4.833432 1.023731 22 4.831081 1.024341 13 2.910127 0.694035 23 2.914569 0.661889 
322500 11 1.259016 0.218639 21 1.096069 0.181426 12 4.838509 1.022121 22 4.829036 1.024122 13 2.914741 0.693149 23 2.912242 0.662381 
322600 11 1.260513 0.218067 21 1.094882 0.181016 12 4.828459 1.022889 22 4.829795 1.025039 13 2.911409 0.691520 23 2.917567 0.663706 
322700 11 1.260001 0.217480 21 1.095750 0.181639 12 4.843241 1.025790 22 4.830618 1.026250 13 2.908644 0.691385 23 2.912225 0.661929 
322800 11 1.260203 0.216348 21 1.094588 0.181115 12 4.833149 1.025028 22 4.825070 1.019669 13 2.909224 0.690703 23 2.906467 0.660081 
322900 11 1.257739 0.217195 21 1.095642 0.181401 12 4.831790 1.023599 22 4.825271 1.022044 13 2.915615 0.691895 23 2.920780 0.664011 
323000 11 1.261811 0.217283 21 1.094392 0.180714 12 4.838317 1.026780 22 4.826737 1.024680 13 2.915915 0.691132 23 2.910384 0.661904 
323100 11 1.261315 0.216766 21 1.094499 0.181797 12 4.830087 1.021097 22 4.826218 1.022974 13 2.906130 0.692490 23 2.908963 0.661128 
323200 11 1.258494 0.217380 21 1.096951 0.181419 12 4.814722 1.022144 22 4.820928 1.022635 13 2.915105 0.693374 23 2.913864 0.661281 
323300 11 1.260934 0.217531 21 1.096550 0.181566 12 4.818105 1.020793 22 4.828511 1.020724 13 2.911772 0.692031 23 2.913775 0.661055 
323400 11 1.259430 0.217130 21 1.094485 0.181393 12 4.816540 1.019717 22 4.814351 1.023604 13 2.910996 0.694505 23 2.913250 0.662669 
323500 11 1.259512 0.218226 21 1.096457 0.181911 12 4.838009 1.025731 22 4.837558 1.026155 13 2.907090 0.691374 23 2.911584 0.660323 
323600 11 1.258628 0.216627 21 1.093672 0.180886 12 4.824468 1.020997 22 4.836720 1.022464 13 2.908883 0.692604 23 2.905320 0.658470 
323700 11 1.259701 0.217014 21 1.095354 0.180949 12 4.803513 1.015550 22 4.827519 1.021540 13 2.911009 0.692919 23 2.909174 0.662098 
323800 11 1.260263 0.217865 21 1.094988 0.181985 12 4.832492 1.025244 22 4.828967 1.024758 13 2.918030 0.693593 23 2.908138 0.661411 
323900 11 1.261076 0.217041 21 1.095450 0.181539 12 4.831666 1.024659 22 4.819741 1.021584 13 2.912121 0.694699 23 2.919654 0.661281 
324000 11 1.260083 0.216898 21 1.094294 0.181460 12 4.833903 1.025029 22 4.840620 1.024668 13 2.907560 0.689406 23 2.916131 0.662872 
324100 11 1.259387 0.217709 21 1.096033 0.182063 12 4.825595 1.024971 22 4.827180 1.027218 13 2.911891 0.694010 23 2.907795 0.661271 
324200 11 1.259975 0.217530 21 1.095261 0.181296 12 4.828501 1.025074 22 4.832992 1.023149 13 2.916575 0.693339 23 2.920881 0.663957 
324300 11 1.259090 0.217804 21 1.097218 0.181854 12 4.821113 1.024055 22 4.830618 1.020994 13 2.914928 0.694977 23 2.918962 0.664078 
324400 11 1.259807 0.216643 21 1.096316 0.181922 12 4.817871 1.023374 22 4.838932 1.026880 13 2.911677 0.692483 23 2.909570 0.657503 
